exe_sha256,sym_sha256,segment,segment_name,offset,name,kind,ownership,confidence
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,26114,_EndGameDialog,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,26426,_SpiderDialog,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,26964,_CustomerIDDialog,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,27192,_processEdit,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,28360,_DoLaserFire,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,29080,_processSpider,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,29370,_ResetYellowVars,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,29492,_SetGoalsY,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,29598,_YellowBirth,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,30534,_YellowDeath,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,32438,_SpecialXfer,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,32928,_LionDialog,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,33378,_YellowDialog,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,33902,_DoTroph,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,33996,_SetAlarmDropState,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,34146,_YellowCommandKey,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,34746,_YellowCommand,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,35372,_YellowHelp,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,35434,_OpenHistoryWindow,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,35446,_ProcHistoryEvent,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,35692,_ToggleHistButton,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,36092,_ClearHistory,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,36392,_win_DrawHistoryWindow,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,36472,_drawHistGraph,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,37250,_HistUpdate,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,37568,_EditMessage,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,37920,_win_YardClosed,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38052,_UpdateLayQueenModeDisplay,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38160,_win_MapChanged,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38204,_SetMapTitle,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38366,_ClearMapScentButtons,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38432,_myDelay,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38548,_MacTickCount,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38566,_myButton,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38572,_DoShiftHelp,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38574,_initSimWindows,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38576,_SetSimCursor,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38578,_BootUpGame,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38582,_CheckItem,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38584,_ScrollDownS,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38586,_ScrollUpS,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38588,_ScrollUp,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38590,_ScrollDown,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38592,_ScrollRight,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38594,_ScrollRightS,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38596,_InvalQueenStorageDisp,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,1,SIMANT_MODULE,38598,_ScrollLeft,SYMBOL_ONLY_START,GAME,PROBABLE
